,Venue Weighted Rating,Venue Review Count,Venue Price,Venue Category,Venue Category 0,Venue Category 1,Venue Category 2,Venue Category 3,Neighborhood 0,Distance to Neighborhood 0,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8
374,3.5,544,$$,New American Restaurant,newamerican,cocktailbars,none,none,Edendale,18,none,none,none,none,none,none,none,none
375,3.2213855421686746,332,$$,Dessert Shop,giftshops,florists,chocolate,none,Beverly Grove,474,none,none,none,none,none,none,none,none
376,4.0,45,$,Café,breakfast_brunch,cafes,none,none,Century City,432,none,none,none,none,none,none,none,none
377,4.0,247,$$,Coffee Shop,coffee,none,none,none,Angelino Heights,392,none,none,none,none,none,none,none,none
378,4.0,956,$$,Mexican Restaurant,mexican,cocktailbars,none,none,Beverly Grove,493,none,none,none,none,none,none,none,none
379,4.5,64,$,South American Restaurant,salvadoran,none,none,none,El Sereno,389,none,none,none,none,none,none,none,none
380,3.5,288,$,Mexican Restaurant,mexican,none,none,none,Mar Vista,440,none,none,none,none,none,none,none,none
381,4.5,1304,$,Food Truck,mexican,foodtrucks,none,none,Mid-Wilshire,24,none,none,none,none,none,none,none,none
382,3.5,2141,$$,Mexican Restaurant,mexican,cocktailbars,none,none,Financial District,494,none,none,none,none,none,none,none,none
383,4.0,245,$$,Cuban Restaurant,cuban,none,none,none,Pico-Union,63,none,none,none,none,none,none,none,none
384,4.0,785,$,Food Truck,mexican,foodtrucks,none,none,Echo Park,448,none,none,none,none,none,none,none,none
385,3.5,415,$,Mexican Restaurant,mexican,catering,none,none,Panorama City,424,none,none,none,none,none,none,none,none
386,3.5,338,$,Taco Place,mexican,none,none,none,East Hollywood,371,none,none,none,none,none,none,none,none
387,4.5,113,$,Mexican Restaurant,mexican,none,none,none,Pico-Union,164,none,none,none,none,none,none,none,none
388,4.5,637,$,Mexican Restaurant,mexican,none,none,none,Lincoln Heights,301,none,none,none,none,none,none,none,none
389,4.0,296,$$,Spa,skincare,saunas,massage_therapy,none,Beverly Grove,125,none,none,none,none,none,none,none,none
390,2.5,3,$,Mexican Restaurant,mexican,none,none,none,Palms,453,none,none,none,none,none,none,none,none
391,4.0,1255,$$,Mexican Restaurant,mexican,cocktailbars,venues,none,Naud Junction,373,none,none,none,none,none,none,none,none
392,3.25,68,$$,Bakery,bakeries,none,none,none,Boyle Heights,414,none,none,none,none,none,none,none,none
393,2.112520128824477,2484,$,Fast Food Restaurant,hotdogs,mexican,none,none,Westlake,297,none,none,none,none,none,none,none,none
394,2.112520128824477,2484,$,Fast Food Restaurant,hotdogs,mexican,none,none,Van Nuys,400,none,none,none,none,none,none,none,none
395,2.112520128824477,2484,$,Fast Food Restaurant,hotdogs,mexican,none,none,Harvard Heights,475,none,none,none,none,none,none,none,none
396,2.112520128824477,2484,$,Fast Food Restaurant,hotdogs,mexican,none,none,Winnetka,453,none,none,none,none,none,none,none,none
397,2.112520128824477,2484,$,Fast Food Restaurant,hotdogs,mexican,none,none,Panorama City,349,none,none,none,none,none,none,none,none
398,2.112520128824477,2484,$,Fast Food Restaurant,hotdogs,mexican,none,none,Harbor City,424,none,none,none,none,none,none,none,none
399,4.5,220,$,Mexican Restaurant,mexican,none,none,none,Tujunga,477,none,none,none,none,none,none,none,none
400,4.0,299,$$,Wine Bar,bars,none,none,none,Echo Park,434,none,none,none,none,none,none,none,none
401,3.0,477,$$,Seafood Restaurant,mexican,seafood,bars,none,El Sereno,429,none,none,none,none,none,none,none,none
402,4.0,89,$,Mexican Restaurant,mexican,none,none,none,Naud Junction,329,none,none,none,none,none,none,none,none
403,3.5,64,$,Mexican Restaurant,mexican,none,none,none,Florence,353,none,none,none,none,none,none,none,none
404,2.5,5,$,Liquor Store,beer_and_wine,none,none,none,El Sereno,368,none,none,none,none,none,none,none,none
405,3.1744186046511627,258,$,Mexican Restaurant,mexican,none,none,none,San Pedro,384,none,none,none,none,none,none,none,none
406,3.3516483516483517,182,$,Mexican Restaurant,mexican,breakfast_brunch,none,none,Laurel Canyon,87,none,none,none,none,none,none,none,none
407,3.3059171597633137,1690,$$,Mexican Restaurant,mexican,none,none,none,Westchester,429,none,none,none,none,none,none,none,none
408,3.3059171597633137,1690,$$,Food,mexican,none,none,none,Sylmar,54,none,none,none,none,none,none,none,none
409,3.8631393986723936,2561,$$,Mexican Restaurant,mexican,bars,breakfast_brunch,none,Sherman Oaks,114,none,none,none,none,none,none,none,none
410,3.8631393986723936,2561,$$,Mexican Restaurant,mexican,bars,breakfast_brunch,none,Warner Center,445,none,none,none,none,none,none,none,none
411,4.0,176,$,Coffee Shop,cafes,coffee,none,none,Toy District,428,none,none,none,none,none,none,none,none
412,4.0,129,$$,Hotel,hotels,none,none,none,Beverly Grove,419,none,none,none,none,none,none,none,none
413,4.5,186,$$,Bar,pizza,sportsbars,none,none,Hollywood,325,none,none,none,none,none,none,none,none
414,4.0,861,$$,Indian Restaurant,indpak,vegan,vegetarian,none,Beverly Grove,423,none,none,none,none,none,none,none,none
415,4.0,653,$$,Middle Eastern Restaurant,tradamerican,breakfast_brunch,mediterranean,none,Northridge,469,none,none,none,none,none,none,none,none
416,4.0,2375,$$,Thai Restaurant,thai,gluten_free,noodles,none,Westwood Village,267,none,none,none,none,none,none,none,none
417,4.0,192,$$$$,Gym,sports_clubs,gyms,spas,none,Encino,65,none,none,none,none,none,none,none,none
418,3.5,152,$$$,Gym,gyms,sports_clubs,spas,none,Hollywood,311,none,none,none,none,none,none,none,none
419,4.0,328,$$$,Gym,gyms,spas,sports_clubs,none,Westwood Village,230,none,none,none,none,none,none,none,none
420,4.0,178,$$$$,Gym,gyms,spas,sports_clubs,none,Warner Center,254,none,none,none,none,none,none,none,none
421,3.5,523,$$,Taco Place,mexican,none,none,none,Fairfax,469,none,none,none,none,none,none,none,none
422,4.5,111,$,Bookstore,bookstores,none,none,none,Leimert Park,356,none,none,none,none,none,none,none,none
423,3.5,882,$$,Coffee Shop,coffee,none,none,none,Westwood Village,104,none,none,none,none,none,none,none,none
424,4.5,59,$,Coffee Shop,cafes,breakfast_brunch,none,none,Pacific Palisades,266,none,none,none,none,none,none,none,none
425,4.407388404309902,1949,$$,Spa,waxing,skincare,none,none,Woodland Hills,321,none,none,none,none,none,none,none,none
426,4.407388404309902,1949,$$,Health & Beauty Service,waxing,skincare,none,none,Hollywood,251,none,none,none,none,none,none,none,none
427,4.407388404309902,1949,$$,Health & Beauty Service,waxing,skincare,none,none,Tarzana,366,none,none,none,none,none,none,none,none
428,4.0,14,$$,Hot Dog Joint,hotdog,none,none,none,Elysian Park,493,none,none,none,none,none,none,none,none
429,3.5,194,$$,Shopping Mall,shoppingcenters,none,none,none,Financial District,365,none,none,none,none,none,none,none,none
430,4.0,865,$$,Italian Restaurant,italian,none,none,none,Hollywood,325,none,none,none,none,none,none,none,none
431,4.0,396,$$,Italian Restaurant,italian,pizza,none,none,Tarzana,283,none,none,none,none,none,none,none,none
432,4.0,2528,$$$,New American Restaurant,newamerican,cocktailbars,none,none,Financial District,211,none,none,none,none,none,none,none,none
433,4.0,175,$$,Falafel Restaurant,kosher,mediterranean,none,none,Woodland Hills,341,none,none,none,none,none,none,none,none
434,4.0,608,$$,Mediterranean Restaurant,falafel,none,none,none,Northridge,494,none,none,none,none,none,none,none,none
435,2.011627906976744,43,$$,Discount Store,discountstore,none,none,none,Florence,489,none,none,none,none,none,none,none,none
436,3.5,1950,$$,Bar,asianfusion,cocktailbars,beerbar,none,Little Tokyo,191,none,none,none,none,none,none,none,none
437,3.726467331118494,903,$$,Italian Restaurant,italian,none,none,none,Los Feliz,257,none,none,none,none,none,none,none,none
438,2.7826409495548963,674,$$,Fast Food Restaurant,diners,none,none,none,Northridge,176,none,none,none,none,none,none,none,none
439,3.14067715784454,2097,$,Burger Joint,hotdogs,tradamerican,icecream,none,Sherman Oaks,275,none,none,none,none,none,none,none,none
440,3.14067715784454,2097,$,Burger Joint,hotdogs,tradamerican,icecream,none,Woodland Hills,177,none,none,none,none,none,none,none,none
441,3.14067715784454,2097,$,Burger Joint,hotdogs,tradamerican,icecream,none,North Hollywood,326,none,none,none,none,none,none,none,none
442,3.14067715784454,2097,$,Burger Joint,hotdogs,tradamerican,icecream,none,West Los Angeles,417,none,none,none,none,none,none,none,none
443,2.6666666666666665,126,$$,Shoe Store,shoes,none,none,none,Panorama City,418,none,none,none,none,none,none,none,none
444,4.0,562,$$,Seafood Restaurant,seafood,none,none,none,Sherman Oaks,323,none,none,none,none,none,none,none,none
445,4.0,67,$$,Fish Market,seafoodmarkets,seafood,none,none,Village Green,427,none,none,none,none,none,none,none,none
446,4.0,1163,$$,Seafood Restaurant,seafoodmarkets,seafood,none,none,Skid Row,491,none,none,none,none,none,none,none,none
447,3.5,116,$,Bar,divebars,musicvenues,none,none,Toy District,310,none,none,none,none,none,none,none,none
448,4.5,109,$$$,Paper / Office Supplies Store,stationery,giftshops,none,none,Westwood Village,270,none,none,none,none,none,none,none,none
449,4.0,30,$$$,Kids Store,childcloth,none,none,none,Windsor Square,338,none,none,none,none,none,none,none,none
450,4.0,126,$$,Flower Shop,florists,floraldesigners,none,none,Playa del Rey,182,none,none,none,none,none,none,none,none
451,4.0,996,$$,Health & Beauty Service,barbers,menshair,none,none,Woodland Hills,64,none,none,none,none,none,none,none,none
452,3.0,388,$$,Chinese Restaurant,chinese,none,none,none,Chinatown,310,none,none,none,none,none,none,none,none
453,2.625,256,$,Grocery Store,grocery,none,none,none,Wilmington,314,none,none,none,none,none,none,none,none
454,2.625,256,$,Grocery Store,grocery,none,none,none,Watts,466,none,none,none,none,none,none,none,none
455,2.625,256,$,Grocery Store,grocery,none,none,none,South Park,398,none,none,none,none,none,none,none,none
456,4.5,320,$,Massage Studio,massage,none,none,none,Sherman Oaks,358,none,none,none,none,none,none,none,none
457,2.7294117647058824,85,$$,Shoe Store,sportswear,shoes,menscloth,none,Panorama City,378,none,none,none,none,none,none,none,none
458,3.5,53,$,Garden,gardening,none,none,none,Lake View Terrace,448,none,none,none,none,none,none,none,none
459,4.0,374,$$,Bar,newamerican,whiskeybars,cocktailbars,none,Toluca Lake,445,none,none,none,none,none,none,none,none
460,3.7303030303030305,165,$,Burger Joint,burgers,icecream,tradamerican,none,Eagle Rock,265,none,none,none,none,none,none,none,none
461,4.5,244,$$,Beer Bar,newamerican,sportsbars,none,none,Pico Robertson,381,none,none,none,none,none,none,none,none
462,4.0,770,$$,American Restaurant,newamerican,sandwiches,breakfast_brunch,none,Eagle Rock,114,none,none,none,none,none,none,none,none
463,4.0,354,$$,Italian Restaurant,italian,pizza,none,none,Tarzana,246,none,none,none,none,none,none,none,none
464,3.5,2309,$$,Diner,diners,burgers,pizza,none,Los Feliz,425,none,none,none,none,none,none,none,none
465,4.0,303,$,Restaurant,burgers,tradamerican,none,none,Angeles Mesa,336,none,none,none,none,none,none,none,none
466,3.5,45,$$,Clothing Store,laundryservices,none,none,none,Beverly Grove,442,none,none,none,none,none,none,none,none
467,4.0,68,$$,Restaurant,bars,gastropubs,none,none,Exposition Park,182,none,none,none,none,none,none,none,none
468,4.0,301,$$,Supermarket,grocery,none,none,none,Hermon,367,none,none,none,none,none,none,none,none
469,2.5,15,$$,Tailor Shop,sewingalterations,laundryservices,none,none,Crenshaw,235,none,none,none,none,none,none,none,none
470,3.5,378,$,Restaurant,icecream,breakfast_brunch,hotdogs,none,Granada Hills,129,none,none,none,none,none,none,none,none
471,4.789522058823529,544,$,Creperie,creperies,waffles,desserts,none,Chatsworth,363,none,none,none,none,none,none,none,none
472,3.5,383,$$,Chinese Restaurant,chinese,none,none,none,Pico Robertson,427,none,none,none,none,none,none,none,none
473,4.0,644,$$,Asian Restaurant,ramen,noodles,soup,none,Northridge,238,none,none,none,none,none,none,none,none
474,4.280898876404494,178,$$,Supplement Shop,healthmarkets,vitaminssupplements,none,none,Panorama City,379,none,none,none,none,none,none,none,none
475,4.280898876404494,178,$$,Supplement Shop,healthmarkets,vitaminssupplements,none,none,Woodland Hills,127,none,none,none,none,none,none,none,none
476,3.057142857142857,105,$$$,Clothing Store,fashion,none,none,none,Whitley Heights,357,none,none,none,none,none,none,none,none
477,3.0,579,$$,Korean Restaurant,korean,bbq,soup,none,Westdale,417,none,none,none,none,none,none,none,none
478,3.3950276243093924,181,$$,Video Game Store,videoandgames,none,none,none,Lake Balboa,36,none,none,none,none,none,none,none,none
479,3.3950276243093924,181,$$,Video Game Store,videoandgames,none,none,none,Panorama City,379,none,none,none,none,none,none,none,none
480,3.5,932,$,Pizza Place,pizza,salad,sandwiches,none,Sunset Junction,399,none,none,none,none,none,none,none,none
481,4.0,9,$,Food,grocery,none,none,none,Vermont Square,467,none,none,none,none,none,none,none,none
482,3.525154939846883,2743,$$$,Grocery Store,grocery,delis,beer_and_wine,none,Century City,412,none,none,none,none,none,none,none,none
483,3.525154939846883,2743,$$$,Grocery Store,grocery,delis,beer_and_wine,none,Sherman Oaks,347,none,none,none,none,none,none,none,none
484,3.525154939846883,2743,$$$,Grocery Store,grocery,delis,beer_and_wine,none,Tarzana,199,none,none,none,none,none,none,none,none
485,4.0,208,$$,Bar,cocktailbars,none,none,none,Chinatown,267,none,none,none,none,none,none,none,none
486,4.5,234,$,Asian Restaurant,korean,none,none,none,Carthay,280,none,none,none,none,none,none,none,none
487,4.0,362,$,Burger Joint,burgers,breakfast_brunch,none,none,Boyle Heights,412,none,none,none,none,none,none,none,none
488,4.5,115,$,Deli / Bodega,importedfood,none,none,none,Warner Center,463,none,none,none,none,none,none,none,none
489,4.272659732540862,673,$$,Chocolate Shop,desserts,chocolate,icecream,none,Whitley Heights,422,none,none,none,none,none,none,none,none
490,3.5,4716,$$$,New American Restaurant,newamerican,breakfast_brunch,none,none,Venice,401,none,none,none,none,none,none,none,none
491,4.0,349,$$,Hookah Bar,lounges,none,none,none,Fairfax,497,none,none,none,none,none,none,none,none
492,4.0,928,$$,Coffee Shop,coffee,none,none,none,Windsor Square,422,none,none,none,none,none,none,none,none
493,3.5,652,$,Bar,cocktailbars,sportsbars,beerbar,none,Echo Park,440,none,none,none,none,none,none,none,none
494,3.5,195,$$,Chinese Restaurant,chinese,none,none,none,Van Nuys,407,none,none,none,none,none,none,none,none
495,4.0,1128,$,Bubble Tea Shop,bubbletea,coffee,juicebars,none,Koreatown,312,none,none,none,none,none,none,none,none
496,4.0,1128,$,Bubble Tea Shop,bubbletea,coffee,juicebars,none,Little Tokyo,330,none,none,none,none,none,none,none,none
497,4.5,65,$$,Hobby Shop,galleries,summer_camps,artclasses,none,Del Rey,357,none,none,none,none,none,none,none,none
498,4.0,271,$,Mediterranean Restaurant,greek,mediterranean,none,none,Los Feliz,459,none,none,none,none,none,none,none,none
499,3.0,40,$$,Sports Bar,sportsbars,none,none,none,San Pedro,497,none,none,none,none,none,none,none,none
500,4.0,354,$$,Café,kosher,pretzels,mediterranean,none,Pico Robertson,230,none,none,none,none,none,none,none,none
501,3.5,211,$,Jazz Club,lounges,karaoke,none,none,Chinatown,215,none,none,none,none,none,none,none,none
502,3.5751633986928106,153,$,Salon / Barbershop,hair,none,none,none,Northridge,250,none,none,none,none,none,none,none,none
503,3.5751633986928106,153,$,Salon / Barbershop,hair,none,none,none,Eagle Rock,372,none,none,none,none,none,none,none,none
504,3.7770927968851393,3082,$,Coffee Shop,coffee,breakfast_brunch,catering,none,Hollywood,13,none,none,none,none,none,none,none,none
505,3.7770927968851393,3082,$,Coffee Shop,coffee,breakfast_brunch,catering,none,Windsor Square,336,none,none,none,none,none,none,none,none
506,4.5,15,$$$$,Boutique,menscloth,womenscloth,leather,none,Century City,469,none,none,none,none,none,none,none,none
507,4.0,833,$$,Food Truck,tacos,cocktailbars,venues,none,Beverly Grove,183,none,none,none,none,none,none,none,none
508,3.911783238815375,1587,$,Pizza Place,pizza,none,none,none,Winnetka,452,none,none,none,none,none,none,none,none
509,3.911783238815375,1587,$,Pizza Place,pizza,none,none,none,Sylmar,63,none,none,none,none,none,none,none,none
510,4.5,4645,$,Taco Place,mexican,none,none,none,Angelino Heights,401,none,none,none,none,none,none,none,none
511,4.5,4645,$,Taco Place,mexican,none,none,none,Downtown,488,Gallery Row,Jewelry District,Toy District,none,none,none,none,none
512,4.0,1423,$$,Japanese Restaurant,japanese,bbq,asianfusion,none,Sherman Oaks,103,none,none,none,none,none,none,none,none
513,4.408675799086758,1095,$$,Burger Joint,newamerican,burgers,none,none,Carthay,355,none,none,none,none,none,none,none,none
514,3.0,61,$$,Mexican Restaurant,mexican,breakfast_brunch,none,none,Century City,200,none,none,none,none,none,none,none,none
515,3.5,235,$$,Mexican Restaurant,mexican,sportsbars,soup,none,Playa del Rey,499,none,none,none,none,none,none,none,none
516,4.0,5030,$$,Korean Restaurant,korean,bbq,none,none,Koreatown,240,none,none,none,none,none,none,none,none
517,4.0,195,$$,Pizza Place,pizza,none,none,none,Atwater Village,456,none,none,none,none,none,none,none,none
518,4.0,612,$$,Ramen Restaurant,ramen,noodles,none,none,Little Tokyo,361,none,none,none,none,none,none,none,none
519,3.0,521,$,Burger Joint,burgers,none,none,none,Westdale,421,none,none,none,none,none,none,none,none
520,3.7410714285714284,560,$$,Sushi Restaurant,sushi,none,none,none,Sherman Oaks,251,none,none,none,none,none,none,none,none
521,4.0,476,$,Pizza Place,pizza,none,none,none,Playa del Rey,435,none,none,none,none,none,none,none,none
522,4.5,25,$,Convenience Store,beer_and_wine,none,none,none,Del Rey,355,none,none,none,none,none,none,none,none
523,4.0,866,$,Coffee Shop,desserts,coffee,gluten_free,none,Sherman Oaks,144,none,none,none,none,none,none,none,none
524,4.5,113,$$,Deli / Bodega,burgers,sandwiches,breakfast_brunch,none,San Pedro,373,none,none,none,none,none,none,none,none
525,4.0,92,$,Hot Dog Joint,hotdogs,hotdog,none,none,Van Nuys,336,none,none,none,none,none,none,none,none
526,4.0,443,$$,Taco Place,mexican,tradamerican,none,none,Pico-Union,326,none,none,none,none,none,none,none,none
527,3.5,157,$$,Mexican Restaurant,mexican,tradamerican,none,none,Echo Park,452,none,none,none,none,none,none,none,none
528,4.5,1119,$$,Middle Eastern Restaurant,lebanese,none,none,none,North Hollywood,290,none,none,none,none,none,none,none,none
529,3.0,117,$$,Cosmetics Shop,othersalons,waxing,none,none,Granada Hills,255,none,none,none,none,none,none,none,none
530,4.5,483,$,Cosmetics Shop,skincare,hairremoval,hair,none,Northridge,465,none,none,none,none,none,none,none,none
531,4.5,158,$$,Bookstore,bookstores,none,none,none,Arts District,398,none,none,none,none,none,none,none,none
532,4.0,119,$$,Cocktail Bar,bars,venues,tradamerican,none,Arts District,373,none,none,none,none,none,none,none,none
533,4.0,320,$,Coffee Shop,coffee,tea,bubbletea,none,Echo Park,484,none,none,none,none,none,none,none,none
534,4.543478260869565,23,$,Grocery Store,grocery,none,none,none,Garvanza,173,none,none,none,none,none,none,none,none
535,3.0,129,$$,Buffet,buffets,chinese,japanese,none,Crenshaw,494,none,none,none,none,none,none,none,none
536,4.5,118,$$,Bar,wine_bars,beergardens,cafes,none,Skid Row,325,none,none,none,none,none,none,none,none
537,4.0,388,$$$,Sushi Restaurant,sushi,japanese,none,none,Westdale,427,none,none,none,none,none,none,none,none
538,3.5,1424,$$$,Japanese Restaurant,newamerican,none,none,none,Century City,120,none,none,none,none,none,none,none,none
539,3.5,426,$,Burger Joint,burgers,pancakes,none,none,Mission Hills,310,none,none,none,none,none,none,none,none
540,3.5,411,$$,Shopping Mall,shoppingcenters,none,none,none,Whitley Heights,340,none,none,none,none,none,none,none,none
541,4.5,670,$,American Restaurant,breakfast_brunch,burgers,none,none,Hollywood,468,none,none,none,none,none,none,none,none
542,4.0,200,$$,Night Market,farmersmarket,foodtrucks,none,none,Whitley Heights,484,none,none,none,none,none,none,none,none
543,4.5,59,$$,Hotel,hotels,none,none,none,Whitley Heights,337,none,none,none,none,none,none,none,none
544,3.5,738,$$,Rock Club,musicvenues,none,none,none,Hollywood,483,none,none,none,none,none,none,none,none
545,2.5,100,$$,Furniture / Home Store,homeandgarden,none,none,none,Tarzana,231,none,none,none,none,none,none,none,none
546,4.0,54,$,Café,cafes,diners,coffee,none,Little Tokyo,433,none,none,none,none,none,none,none,none
547,4.5,372,$$,Vegetarian / Vegan Restaurant,burgers,vegan,hotdogs,none,Edendale,160,none,none,none,none,none,none,none,none
548,4.0,541,$,Ice Cream Shop,icecream,desserts,none,none,Little Tokyo,276,none,none,none,none,none,none,none,none
549,3.5,136,$$,Hookah Bar,hookah_bars,none,none,none,Northridge,233,none,none,none,none,none,none,none,none
550,4.0,782,$$,Burger Joint,burgers,none,none,none,Playa Vista,143,none,none,none,none,none,none,none,none
551,3.0,79,$$,Clothing Store,womenscloth,accessories,menscloth,none,Whitley Heights,345,none,none,none,none,none,none,none,none
552,3.619545032497679,2154,$$,Wings Joint,chicken_wings,sandwiches,none,none,Sherman Oaks,466,none,none,none,none,none,none,none,none
553,4.0,234,$$,Chinese Restaurant,chinese,none,none,none,Northridge,224,none,none,none,none,none,none,none,none
554,3.5,711,$$,Hotel,hotels,none,none,none,Financial District,434,none,none,none,none,none,none,none,none
555,3.5,462,$$,Thai Restaurant,thai,none,none,none,Mar Vista,486,none,none,none,none,none,none,none,none
556,3.689189189189189,407,$$,Pool Hall,poolhalls,sportsbars,none,none,Sherman Oaks,380,none,none,none,none,none,none,none,none
557,4.0,454,$$,Italian Restaurant,italian,wine_bars,none,none,Westwood Village,278,none,none,none,none,none,none,none,none
558,3.5,1654,$$,Diner,diners,desserts,breakfast_brunch,none,Los Feliz,389,none,none,none,none,none,none,none,none
559,3.5,181,$$,Asian Restaurant,chinese,hotpot,none,none,South Central,434,none,none,none,none,none,none,none,none
560,3.0,3,$,Liquor Store,beer_and_wine,none,none,none,Leimert Park,366,none,none,none,none,none,none,none,none
561,3.3101822752985544,3182,$$,Mexican Restaurant,mexican,foodstands,none,none,Atwater Village,407,none,none,none,none,none,none,none,none
562,3.3101822752985544,3182,$$,Taco Place,mexican,foodstands,none,none,Sherman Village,33,none,none,none,none,none,none,none,none
563,2.0,45,$,Bakery,bakeries,newamerican,mexican,none,Pico-Union,335,none,none,none,none,none,none,none,none
564,4.5,5,$$,Art Gallery,galleries,none,none,none,Chinatown,400,none,none,none,none,none,none,none,none
565,4.5,358,$$,Mediterranean Restaurant,mediterranean,none,none,none,Warner Center,134,none,none,none,none,none,none,none,none
566,5.0,93,$,Dessert Shop,icecream,none,none,none,Sherman Oaks,442,none,none,none,none,none,none,none,none
567,4.5,458,$$,New American Restaurant,newamerican,asianfusion,none,none,Toluca Lake,463,none,none,none,none,none,none,none,none
568,3.5,491,$,Indian Restaurant,indpak,none,none,none,Mar Vista,456,none,none,none,none,none,none,none,none
569,4.183673469387755,343,$$,Lingerie Store,adult,lingerie,giftshops,none,Hollywood,473,none,none,none,none,none,none,none,none
570,3.5,20,$,Motel,hotels,none,none,none,Hyde Park,136,none,none,none,none,none,none,none,none
571,3.6995841995841996,481,$,Café,coffee,juicebars,bubbletea,none,Harvard Heights,409,none,none,none,none,none,none,none,none
572,3.5,256,$$,Spa,hair,none,none,none,Mid-Wilshire,486,none,none,none,none,none,none,none,none
573,2.6791277258566977,3531,$$,Breakfast Spot,breakfast_brunch,tradamerican,burgers,none,Westdale,359,none,none,none,none,none,none,none,none
574,2.6791277258566977,3531,$$,Breakfast Spot,breakfast_brunch,tradamerican,burgers,none,Westchester,436,none,none,none,none,none,none,none,none
575,2.6791277258566977,3531,$$,Breakfast Spot,breakfast_brunch,tradamerican,burgers,none,Elysian Heights,429,none,none,none,none,none,none,none,none
576,2.6791277258566977,3531,$$,Breakfast Spot,breakfast_brunch,tradamerican,burgers,none,Leimert Park,431,none,none,none,none,none,none,none,none
577,2.711302211302211,407,$$,Cosmetics Shop,othersalons,none,none,none,Thai Town,292,none,none,none,none,none,none,none,none
578,4.5,334,$$,Japanese Restaurant,ramen,izakaya,sushi,none,Koreatown,477,none,none,none,none,none,none,none,none
579,4.0,1598,$$$,Italian Restaurant,italian,none,none,none,Beverly Hills Post Office,431,none,none,none,none,none,none,none,none
580,3.635548917102315,1339,$,Fast Food Restaurant,burgers,hotdogs,none,none,Sherman Oaks,146,none,none,none,none,none,none,none,none
581,4.5,43,$$$,Boutique,menscloth,womenscloth,none,none,Atwater Village,462,none,none,none,none,none,none,none,none
582,2.6011904761904763,84,$,Ice Cream Shop,bakeries,none,none,none,South Central,419,none,none,none,none,none,none,none,none
583,4.0,1771,$$,Coffee Shop,coffee,none,none,none,Hollywood,425,none,none,none,none,none,none,none,none
584,4.0,292,$$$,Hotel,hotels,venues,none,none,Century City,424,none,none,none,none,none,none,none,none
585,4.0,10,$$$,Jewelry Store,propertymgmt,jewelry,none,none,Gallery Row,345,none,none,none,none,none,none,none,none
586,4.0,146,$$,Bar,tradamerican,beerbar,salad,none,San Pedro,224,none,none,none,none,none,none,none,none
587,4.5,403,$,Mexican Restaurant,mexican,breakfast_brunch,cafes,none,Wilmington,303,none,none,none,none,none,none,none,none
588,4.0,518,$,Bubble Tea Shop,bubbletea,coffee,shavedice,none,Eagle Rock,136,none,none,none,none,none,none,none,none
589,3.0,130,$,Pizza Place,pizza,none,none,none,Garvanza,280,none,none,none,none,none,none,none,none
590,4.0,344,$$,Japanese Restaurant,sushi,teppanyaki,izakaya,none,Little Tokyo,214,none,none,none,none,none,none,none,none
591,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,Pico-Union,382,none,none,none,none,none,none,none,none
592,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,Pacoima,390,none,none,none,none,none,none,none,none
593,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,Granada Hills,393,none,none,none,none,none,none,none,none
594,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,San Pedro,311,none,none,none,none,none,none,none,none
595,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,West Adams,482,none,none,none,none,none,none,none,none
596,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,Angeles Mesa,302,none,none,none,none,none,none,none,none
597,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,Westlake,497,none,none,none,none,none,none,none,none
598,2.1563517915309447,1842,$,Fast Food Restaurant,burgers,hotdogs,tacos,none,Leimert Park,314,none,none,none,none,none,none,none,none
599,4.0,213,$,Chinese Restaurant,chinese,none,none,none,Chinatown,462,none,none,none,none,none,none,none,none
600,3.315068493150685,1679,$,Juice Bar,juicebars,none,none,none,Sherman Oaks,310,none,none,none,none,none,none,none,none
601,3.315068493150685,1679,$,Juice Bar,juicebars,none,none,none,Eagle Rock,62,none,none,none,none,none,none,none,none
602,3.315068493150685,1679,$,Juice Bar,juicebars,none,none,none,Koreatown,357,none,none,none,none,none,none,none,none
603,3.315068493150685,1679,$,Juice Bar,juicebars,none,none,none,Thai Town,377,none,none,none,none,none,none,none,none
604,3.315068493150685,1679,$,Juice Bar,juicebars,none,none,none,Woodland Hills,169,none,none,none,none,none,none,none,none
605,3.315068493150685,1679,$,Juice Bar,juicebars,none,none,none,Canoga Park,406,none,none,none,none,none,none,none,none
606,3.315068493150685,1679,$,Juice Bar,juicebars,none,none,none,Windsor Square,282,none,none,none,none,none,none,none,none
607,2.985294117647059,68,$$$,Boutique,menscloth,womenscloth,none,none,Beverly Hills Post Office,405,none,none,none,none,none,none,none,none
608,3.5,478,$$,Irish Pub,sportsbars,breakfast_brunch,irish_pubs,none,Whitley Heights,402,none,none,none,none,none,none,none,none
